method,budget,seed,cluster,attribute,attribute_type,margin,margin_bin,independent_groups,filtered_claims,correct,incorrect,low_margin,has_independent_support,n_attacked_records,n_duplicates
parc,0.2,0,K:E00036,employees,numeric,1.3905601754982218,"[0.75,1.5)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,name,categorical,4.418275164198268,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,city,categorical,3.8968787056307703,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,state,categorical,5.825908451341929,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,zip,categorical,5.825908451341929,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,category,categorical,5.825908451341929,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,revenue,numeric,1.91195663406572,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00037,employees,numeric,1.91195663406572,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,name,categorical,5.94835318662136,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,city,categorical,4.31010484342157,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,state,categorical,4.568313953264469,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,zip,categorical,5.439262727486592,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,category,categorical,5.884880561922067,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00038,revenue,numeric,0.4405070018624665,"[0.25,0.75)",6,2,1,0,1,1,379,102
parc,0.2,0,K:E00038,employees,numeric,0.07839003655763849,"[0,0.25)",6,1,1,0,1,1,379,102
parc,0.2,0,K:E00039,name,categorical,2.6562989068428893,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00039,city,categorical,4.741642633324928,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00039,state,categorical,2.979458190231856,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00039,zip,categorical,4.741642633324928,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00039,category,categorical,4.296024798889453,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00039,revenue,numeric,0.4456178344354748,"[0.25,0.75)",4,4,1,0,1,1,379,102
parc,0.2,0,K:E00039,employees,numeric,0.2959985460921215,"[0.25,0.75)",5,1,0,1,1,1,379,102
parc,0.2,0,K:E00040,name,categorical,2.2477077399517427,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00040,city,categorical,4.274000453829808,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00040,state,categorical,4.274000453829808,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00040,zip,categorical,4.477247274778405,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00040,category,categorical,3.953239403785292,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00040,revenue,numeric,0.4456178344354748,"[0.25,0.75)",6,0,1,0,1,1,379,102
parc,0.2,0,K:E00040,employees,numeric,0.9986916267916541,"[0.75,1.5)",5,2,1,0,0,1,379,102
parc,0.2,0,K:E00041,name,categorical,4.599135271526345,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,city,categorical,5.064669358114951,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,state,categorical,4.075127400533232,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,zip,categorical,4.978669068836911,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,category,categorical,4.990975068269641,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,revenue,numeric,1.3879487630726066,"[0.75,1.5)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00041,employees,numeric,1.4540328001975151,"[0.75,1.5)",7,3,1,0,0,1,379,102
parc,0.2,0,K:E00042,name,categorical,3.7112833435866577,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,city,categorical,3.042930161508207,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,state,categorical,4.658745671117519,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,zip,categorical,4.658745671117519,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,category,categorical,2.7293516387253396,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,revenue,numeric,1.3905601754982218,"[0.75,1.5)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00042,employees,numeric,1.3905601754982218,"[0.75,1.5)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,name,categorical,5.489331442699944,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,city,categorical,5.489331442699944,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,state,categorical,2.105925176430971,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,zip,categorical,5.489331442699944,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,category,categorical,5.489331442699944,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00043,revenue,numeric,1.91195663406572,"[1.5,3)",5,2,1,0,0,1,379,102
parc,0.2,0,K:E00043,employees,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00044,name,categorical,6.827211490559199,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00044,city,categorical,3.524694680995257,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00044,state,categorical,6.827211490559199,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00044,zip,categorical,7.348607949126697,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00044,category,categorical,6.827211490559199,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00044,revenue,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00044,employees,numeric,0.3892571362809525,"[0.25,0.75)",5,1,1,0,1,1,379,102
parc,0.2,0,K:E00045,name,categorical,5.180254121963238,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00045,city,categorical,6.071489790834188,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00045,state,categorical,6.071489790834188,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00045,zip,categorical,2.726852218577947,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00045,category,categorical,5.180254121963238,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00045,revenue,numeric,0.3892571362809525,"[0.25,0.75)",5,1,1,0,1,1,379,102
parc,0.2,0,K:E00045,employees,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00046,name,categorical,2.5601798081396767,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00046,city,categorical,5.742838673607447,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00046,state,categorical,6.143671440929651,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00046,zip,categorical,5.3925806108037,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00046,category,categorical,7.35110736927409,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00046,revenue,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00046,employees,numeric,1.466338799630245,"[0.75,1.5)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,name,categorical,5.862696617703619,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,city,categorical,5.862696617703619,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,state,categorical,6.905489534838615,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,zip,categorical,6.905489534838615,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,category,categorical,5.698053606494176,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00047,revenue,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00047,employees,numeric,1.91195663406572,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,name,categorical,5.6028314198832625,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,city,categorical,5.845752475372122,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,state,categorical,4.800348145811511,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,zip,categorical,5.6028314198832625,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,category,categorical,4.800348145811511,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,revenue,numeric,0.9474417612101401,"[0.75,1.5)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00048,employees,numeric,0.9474417612101401,"[0.75,1.5)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,name,categorical,7.426997985684335,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,city,categorical,3.524694680995257,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,state,categorical,6.824600078133583,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,zip,categorical,6.824600078133583,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,category,categorical,6.645914868427164,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00049,revenue,numeric,1.91195663406572,"[1.5,3)",6,2,1,0,0,1,379,102
parc,0.2,0,K:E00049,employees,numeric,1.3879487630726066,"[0.75,1.5)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,name,categorical,6.938122193075457,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,city,categorical,3.9607124186970513,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,state,categorical,6.938122193075457,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,zip,categorical,4.484720289690165,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,category,categorical,3.9607124186970513,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,revenue,numeric,0.9474417612101401,"[0.75,1.5)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00050,employees,numeric,1.91195663406572,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,name,categorical,5.767362438814484,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,city,categorical,6.717071892089941,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,state,categorical,5.566727030291503,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,zip,categorical,6.653599267390648,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,category,categorical,5.245965980246986,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00051,revenue,numeric,1.91195663406572,"[1.5,3)",4,3,1,0,0,1,379,102
parc,0.2,0,K:E00051,employees,numeric,1.91195663406572,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,name,categorical,4.310388114881399,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,city,categorical,7.1846487146871825,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,state,categorical,7.341428787802459,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,zip,categorical,4.8343959858745125,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,category,categorical,6.739030880251708,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00052,revenue,numeric,1.91195663406572,"[1.5,3)",7,1,1,0,0,1,379,102
parc,0.2,0,K:E00052,employees,numeric,1.91195663406572,"[1.5,3)",7,1,1,0,0,1,379,102
parc,0.2,0,K:E00053,name,categorical,4.522317149696971,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00053,city,categorical,2.781249320310387,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00053,state,categorical,5.851448408004773,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00053,zip,categorical,6.899464149990999,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00053,category,categorical,4.970434404279839,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00053,revenue,numeric,1.91195663406572,"[1.5,3)",4,2,1,0,0,1,379,102
parc,0.2,0,K:E00053,employees,numeric,1.91195663406572,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,name,categorical,6.2908976201333555,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,city,categorical,7.270217912569058,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,state,categorical,6.141172020782257,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,zip,categorical,4.986637010908487,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,category,categorical,5.681399995571584,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00054,revenue,numeric,1.91195663406572,"[1.5,3)",6,2,1,0,0,1,379,102
parc,0.2,0,K:E00054,employees,numeric,1.3879487630726066,"[0.75,1.5)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,name,categorical,5.444488616653755,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,city,categorical,4.942644123558369,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,state,categorical,5.89010645108923,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,zip,categorical,4.525749756533971,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,category,categorical,4.484720289690165,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00055,revenue,numeric,1.91195663406572,"[1.5,3)",5,3,1,0,0,1,379,102
parc,0.2,0,K:E00055,employees,numeric,0.8084506989417621,"[0.75,1.5)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,name,categorical,6.5603456705452885,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,city,categorical,7.1846487146871825,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,state,categorical,6.036337799552175,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,zip,categorical,3.2655132599448304,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,category,categorical,7.0059635049807625,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,revenue,numeric,1.91195663406572,"[1.5,3)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00056,employees,numeric,1.91195663406572,"[1.5,3)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,name,categorical,1.3062027140705732,"[0.75,1.5)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,city,categorical,3.211984111624684,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,state,categorical,3.263150736891247,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,zip,categorical,1.764126547938778,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,category,categorical,2.249968658916497,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00057,revenue,numeric,0.7495120944762346,"[0.25,0.75)",5,1,1,0,1,1,379,102
parc,0.2,0,K:E00057,employees,numeric,0.012305999432729975,"[0,0.25)",5,1,1,0,1,1,379,102
parc,0.2,0,K:E00058,name,categorical,2.2079551801578416,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00058,city,categorical,2.6535730145933165,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00058,state,categorical,5.106974917978608,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00058,zip,categorical,4.215739249107658,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00058,category,categorical,2.6535730145933165,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00058,revenue,numeric,1.91195663406572,"[1.5,3)",3,1,1,0,0,1,379,102
parc,0.2,0,K:E00058,employees,numeric,1.91195663406572,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,name,categorical,1.2505626692688487,"[0.75,1.5)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,city,categorical,4.234267806933685,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,state,categorical,5.001196733415658,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,zip,categorical,3.7586997360233223,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,category,categorical,2.7660334940792843,"[1.5,3)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00059,revenue,numeric,0.8084506989417621,"[0.75,1.5)",7,3,1,0,0,1,379,102
parc,0.2,0,K:E00059,employees,numeric,1.91195663406572,"[1.5,3)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,name,categorical,6.273953477801859,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,city,categorical,6.731877311670064,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,state,categorical,1.9409497505356512,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,zip,categorical,4.736399242152977,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,category,categorical,4.602212157435923,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00060,revenue,numeric,1.91195663406572,"[1.5,3)",4,3,1,0,0,1,379,102
parc,0.2,0,K:E00060,employees,numeric,1.91195663406572,"[1.5,3)",5,1,1,0,0,1,379,102
parc,0.2,0,K:E00061,name,categorical,7.426997985684335,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00061,city,categorical,4.04870255198837,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00061,state,categorical,7.426997985684335,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00061,zip,categorical,7.426997985684335,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00061,category,categorical,6.435485520216918,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00061,revenue,numeric,1.91195663406572,"[1.5,3)",6,1,1,0,0,1,379,102
parc,0.2,0,K:E00061,employees,numeric,0.3892571362809525,"[0.25,0.75)",7,0,1,0,1,1,379,102
parc,0.2,0,K:E00062,name,categorical,4.029130020195537,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00062,city,categorical,5.94835318662136,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00062,state,categorical,4.47463586235279,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00062,zip,categorical,4.798008324822922,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00062,category,categorical,5.884880561922067,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00062,revenue,numeric,0.4456178344354748,"[0.25,0.75)",6,3,1,0,1,1,379,102
parc,0.2,0,K:E00062,employees,numeric,0.4456178344354748,"[0.25,0.75)",6,1,1,0,1,1,379,102
parc,0.2,0,K:E00063,name,categorical,5.845279785697881,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00063,city,categorical,6.769109884995852,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00063,state,categorical,6.645914868427164,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00063,zip,categorical,6.034652752894714,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00063,category,categorical,6.245102014002739,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00063,revenue,numeric,1.3879487630726066,"[0.75,1.5)",6,2,1,0,0,1,379,102
parc,0.2,0,K:E00063,employees,numeric,1.91195663406572,"[1.5,3)",6,2,1,0,0,1,379,102
parc,0.2,0,K:E00064,name,categorical,3.447020543639078,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00064,city,categorical,2.606812413172475,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00064,state,categorical,1.3490872746162161,"[0.75,1.5)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00064,zip,categorical,3.1308202841655883,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00064,category,categorical,2.606812413172475,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00064,revenue,numeric,0.4456178344354748,"[0.25,0.75)",4,1,1,0,1,1,379,102
parc,0.2,0,K:E00064,employees,numeric,0.4456178344354748,"[0.25,0.75)",4,0,1,0,1,1,379,102
parc,0.2,0,K:E00065,name,categorical,8.002970085114956,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00065,city,categorical,6.95495434312873,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00065,state,categorical,4.1790568169835165,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00065,zip,categorical,6.509336508693255,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00065,category,categorical,8.002970085114956,>=3,7,0,1,0,0,1,379,102
parc,0.2,0,K:E00065,revenue,numeric,1.91195663406572,"[1.5,3)",6,1,1,0,0,1,379,102
parc,0.2,0,K:E00065,employees,numeric,1.91195663406572,"[1.5,3)",7,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,name,categorical,2.7153438223161612,"[1.5,3)",6,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,city,categorical,5.232218350400746,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,state,categorical,3.8653622356980946,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,zip,categorical,5.822310258518768,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,category,categorical,3.8653622356980946,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00066,revenue,numeric,1.91195663406572,"[1.5,3)",6,2,1,0,0,1,379,102
parc,0.2,0,K:E00066,employees,numeric,1.91195663406572,"[1.5,3)",6,1,1,0,0,1,379,102
parc,0.2,0,K:E00067,name,categorical,2.663831251595538,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00067,city,categorical,0.21042934821024595,"[0,0.25)",2,0,1,0,1,1,379,102
parc,0.2,0,K:E00067,state,categorical,1.4563953232510984,"[0.75,1.5)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00067,zip,categorical,2.205907417727333,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00067,category,categorical,2.205907417727333,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00067,revenue,numeric,1.4371302999028919,"[0.75,1.5)",2,1,1,0,0,1,379,102
parc,0.2,0,K:E00067,employees,numeric,1.4371302999028919,"[0.75,1.5)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,name,categorical,4.991033480625502,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,city,categorical,5.882269149496452,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,state,categorical,4.274000453829808,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,zip,categorical,5.882269149496452,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,category,categorical,4.991033480625502,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00068,revenue,numeric,1.4371302999028919,"[0.75,1.5)",4,2,1,0,0,1,379,102
parc,0.2,0,K:E00068,employees,numeric,0.4456178344354748,"[0.25,0.75)",5,0,1,0,1,1,379,102
parc,0.2,0,K:E00069,name,categorical,4.86403394959197,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00069,city,categorical,4.065546639927133,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00069,state,categorical,3.7157429473547414,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00069,zip,categorical,3.3149101800325376,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00069,category,categorical,3.568536361545857,>=3,6,0,1,0,0,1,379,102
parc,0.2,0,K:E00069,revenue,numeric,1.3879487630726066,"[0.75,1.5)",5,2,1,0,0,1,379,102
parc,0.2,0,K:E00069,employees,numeric,1.91195663406572,"[1.5,3)",6,1,1,0,0,1,379,102
parc,0.2,0,K:E00070,name,categorical,1.7885127281249997,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00070,city,categorical,2.08532381358426,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00070,state,categorical,1.9206808023748168,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00070,zip,categorical,2.5380248226012343,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00070,category,categorical,2.3771397269943213,"[1.5,3)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00070,revenue,numeric,1.4371302999028919,"[0.75,1.5)",4,1,1,0,0,1,379,102
parc,0.2,0,K:E00070,employees,numeric,0.9131224289097786,"[0.75,1.5)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,name,categorical,1.5419645211329738,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,city,categorical,1.3122701495745213,"[0.75,1.5)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,state,categorical,2.749400449477413,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,zip,categorical,1.1411317538107704,"[0.75,1.5)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,category,categorical,0.2959985460921215,"[0.25,0.75)",2,0,1,0,1,1,379,102
parc,0.2,0,K:E00071,revenue,numeric,1.5226994977847674,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00071,employees,numeric,1.5226994977847674,"[1.5,3)",2,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,name,categorical,3.892638378074553,>=3,3,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,city,categorical,1.5306674398563436,"[1.5,3)",3,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,state,categorical,2.141929555388794,"[1.5,3)",3,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,zip,categorical,3.892638378074553,>=3,3,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,category,categorical,3.434714544206348,>=3,3,0,1,0,0,1,379,102
parc,0.2,0,K:E00072,revenue,numeric,1.5226994977847674,"[1.5,3)",2,2,1,0,0,1,379,102
parc,0.2,0,K:E00072,employees,numeric,0.5240078709931133,"[0.25,0.75)",3,0,1,0,1,1,379,102
parc,0.2,0,K:E00073,name,categorical,5.358977177704798,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00073,city,categorical,4.053886189454514,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00073,state,categorical,5.202197104589521,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00073,zip,categorical,5.358977177704798,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00073,category,categorical,5.202197104589521,>=3,5,0,1,0,0,1,379,102
parc,0.2,0,K:E00073,revenue,numeric,1.91195663406572,"[1.5,3)",3,2,1,0,0,1,379,102
parc,0.2,0,K:E00073,employees,numeric,1.3879487630726066,"[0.75,1.5)",5,0,1,0,0,1,379,102
parc,0.2,0,K:E00074,name,categorical,2.799817656077276,"[1.5,3)",4,0,1,0,0,1,379,102
parc,0.2,0,K:E00074,city,categorical,4.026518607769922,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00074,state,categorical,4.026518607769922,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00074,zip,categorical,4.026518607769922,>=3,4,0,1,0,0,1,379,102
parc,0.2,0,K:E00074,category,categorical,2.5875473898242687,"[1.5,3)",4,0,1,0,0,1,379,102
